ZIP,latitude,longitude,city,state,county,population_2010,population_2020
56738,48.2895,-96.255,Newfolden,MN,Marshall,1368,1306
56742,47.8286,-95.8617,Oklee,MN,Red Lake,918,834
56744,48.2066,-97.1163,Oslo,MN,Marshall,621,526
56748,47.9113,-95.9646,Plummer,MN,Red Lake,600,592
56750,47.8823,-96.2681,Red Lake Falls,MN,Red Lake,2539,2392
56751,48.7048,-95.7504,Roseau,MN,Roseau,5575,5648
56754,48.0109,-96.2249,Saint Hilaire,MN,Pennington,546,500
56755,48.9458,-97.1703,Saint Vincent,MN,Kittson,102,91
56756,48.8522,-95.5356,Salol,MN,Roseau,799,769
56757,48.4525,-96.8674,Stephen,MN,Marshall,932,853
56758,48.4526,-96.4723,Strandquist,MN,Marshall,418,380
56759,48.5459,-96.0879,Strathcona,MN,Roseau,364,351
56760,48.2349,-96.4749,Viking,MN,Marshall,358,406
56761,48.6452,-95.7072,Wannaska,MN,Roseau,488,406
56762,48.2614,-96.7726,Warren,MN,Marshall,2494,2561
56763,48.9111,-95.3538,Warroad,MN,Roseau,5180,5132
57001,43.0047,-96.6332,Alcester,SD,Union,1672,1504
57002,44.2838,-96.7043,Aurora,SD,Brookings,863,1393
57003,43.7309,-96.7563,Baltic,SD,Minnehaha,1879,2109
57004,43.0874,-96.7813,Beresford,SD,Union,3356,3459
57005,43.5926,-96.586,Brandon,SD,Minnehaha,10473,12619
57006,44.3056,-96.7914,Brookings,SD,Brookings,24530,24271
57010,42.7638,-96.8466,Burbank,SD,Clay,493,599
57012,43.5856,-97.2889,Canistota,SD,McCook,1160,1217
57013,43.3038,-96.5938,Canton,SD,Lincoln,4440,4482
57014,43.1176,-96.9636,Centerville,SD,Turner,1471,1558
57015,43.408,-96.9827,Chancellor,SD,Turner,787,883
57016,43.8981,-96.9759,Chester,SD,Lake,693,689
57017,43.9558,-96.8189,Colman,SD,Moody,1340,1294
57018,43.7951,-96.9572,Colton,SD,Minnehaha,1372,1482
57020,43.6669,-96.8221,Crooks,SD,Minnehaha,1502,1679
57021,43.2864,-96.9792,Davis,SD,Turner,276,226
57022,43.8228,-96.7223,Dell Rapids,SD,Minnehaha,4996,5432
57024,43.9866,-96.6493,Egan,SD,Moody,428,383
57025,42.7382,-96.687,Elk Point,SD,Union,2795,2940
57026,44.235,-96.5011,Elkton,SD,Brookings,1458,1436
57027,43.197,-96.5135,Fairview,SD,Lincoln,109,134
57028,44.0658,-96.6222,Flandreau,SD,Moody,3448,3348
57029,43.3605,-97.4601,Freeman,SD,Hutchinson,2023,2142
57030,43.7162,-96.5196,Garretson,SD,Minnehaha,2959,3042
57031,42.8835,-97.183,Gayville,SD,Yankton,741,621
57032,43.446,-96.6864,Harrisburg,SD,Lincoln,5906,8810
57033,43.6155,-96.9501,Hartford,SD,Minnehaha,4713,5654
57034,43.1284,-96.5306,Hudson,SD,Lincoln,712,733
57035,43.612,-97.0697,Humboldt,SD,Minnehaha,1200,1218
57036,43.2893,-97.1904,Hurley,SD,Turner,811,816
57037,43.1027,-97.2558,Irene,SD,Clay,819,885
57038,42.6013,-96.5784,Jefferson,SD,Union,1667,1774
57039,43.3451,-96.8821,Lennox,SD,Lincoln,3265,3717
57040,43.0394,-97.5956,Lesterville,SD,Yankton,389,351
57041,43.7285,-96.8709,Lyons,SD,Minnehaha,97,94
57042,44.0054,-97.1149,Madison,SD,Lake,8415,8131
57043,43.4188,-97.2771,Marion,SD,Turner,1378,1399
57045,43.234,-97.565,Menno,SD,Hutchinson,996,1042
57046,42.9836,-97.3349,Mission Hill,SD,Yankton,626,617
57047,43.5207,-97.212,Monroe,SD,Turner,256,245
57048,43.7063,-97.1885,Montrose,SD,McCook,1170,1025
57049,42.5249,-96.5074,North Sioux City,SD,Union,5789,7725
57050,44.1525,-96.9942,Nunda,SD,Lake,191,206
57051,44.2457,-97.2696,Oldham,SD,Kingsbury,263,248
57052,43.2928,-97.7184,Olivet,SD,Hutchinson,452,419
57053,43.402,-97.1333,Parker,SD,Turner,1893,2110
57054,44.1229,-97.2349,Ramona,SD,Lake,502,430
57055,43.6366,-96.7119,Renner,SD,Minnehaha,1090,1157
57057,44.0683,-96.9519,Rutland,SD,Lake,152,182
57058,43.7356,-97.3797,Salem,SD,McCook,1973,2011
57059,43.1212,-97.7296,Scotland,SD,Bon Homme,1522,1569
57061,44.2444,-97.0409,Sinai,SD,Brookings,102,99
57062,42.8687,-97.9288,Springfield,SD,Bon Homme,2410,2344
57063,42.9383,-97.6923,Tabor,SD,Bon Homme,1006,1059
57064,43.4711,-96.8177,Tea,SD,Lincoln,5072,6908
57065,43.8942,-96.6326,Trent,SD,Moody,397,375
57066,42.99,-97.8633,Tyndall,SD,Bon Homme,1508,1428
57067,43.0164,-97.3694,Utica,SD,Yankton,537,478
57068,43.5773,-96.4956,Valley Springs,SD,Minnehaha,1512,1707
57069,42.7951,-96.9258,Vermillion,SD,Clay,11988,13005
57070,43.1815,-97.114,Viborg,SD,Turner,1387,1380
57071,44.3224,-96.9251,Volga,SD,Brookings,2758,3134
57072,42.9572,-97.1803,Volin,SD,Yankton,584,676
57073,42.996,-97.0694,Wakonda,SD,Clay,711,610
57075,43.9852,-96.9615,Wentworth,SD,Lake,893,1168
57076,43.9972,-97.3623,Winfred,SD,Lake,521,317
57077,43.3291,-96.7628,Worthing,SD,Lincoln,1324,1371
57078,42.8821,-97.3986,Yankton,SD,Yankton,19121,20104
57103,43.5374,-96.6864,Sioux Falls,SD,Minnehaha,34480,36069
57104,43.5514,-96.7375,Sioux Falls,SD,Minnehaha,25901,26998
57105,43.524,-96.7341,Sioux Falls,SD,Minnehaha,22268,22635
57106,43.5179,-96.7924,Sioux Falls,SD,Minnehaha,39852,47877
57107,43.5566,-96.8028,Sioux Falls,SD,Minnehaha,8044,11915
57108,43.4775,-96.7041,Sioux Falls,SD,Minnehaha,17267,31953
57110,43.5486,-96.6332,Sioux Falls,SD,Minnehaha,12309,22013
57117,43.6746,-96.7913,Sioux Falls,SD,Minnehaha,61,37
57197,43.6746,-96.7913,Sioux Falls,SD,Minnehaha,959,102
57201,44.9043,-97.124,Watertown,SD,Codington,24983,26091
57212,44.3668,-97.0687,Arlington,SD,Kingsbury,2062,1999
57213,44.5735,-96.5416,Astoria,SD,Deuel,485,281
57214,44.4918,-97.2184,Badger,SD,Kingsbury,75,140
57216,45.285,-96.5614,Big Stone City,SD,Grant,1044,1037
57217,45.0751,-97.6387,Bradley,SD,Clark,244,225
57218,44.6738,-96.6435,Brandt,SD,Deuel,327,303
57219,45.288,-97.8086,Bristol,SD,Day,567,502
57220,44.4675,-96.911,Bruce,SD,Brookings,767,766
57221,44.5987,-97.4537,Bryant,SD,Hamlin,808,886
57223,44.7313,-97.0204,Castlewood,SD,Hamlin,1356,1437
57224,45.8755,-97.1073,Claire City,SD,Roberts,195,147
57225,44.878,-97.7265,Clark,SD,Clark,1873,1736
57226,44.7612,-96.6907,Clear Lake,SD,Deuel,2072,2021
57227,45.3595,-96.6649,Corona,SD,Roberts,434,421
57231,44.3852,-97.5634,De Smet,SD,Kingsbury,1695,1674
57232,45.6211,-97.3741,Eden,SD,Marshall,299,327
57233,44.4915,-97.4103,Erwin,SD,Kingsbury,118,131
57234,44.6029,-96.8928,Estelline,SD,Hamlin,1274,1256
57235,45.0554,-97.2866,Florence,SD,Codington,844,830
57236,44.9841,-97.5814,Garden City,SD,Clark,118,215
57237,44.827,-96.5044,Gary,SD,Deuel,665,650
57238,44.8754,-96.8608,Goodwin,SD,Deuel,483,498
57239,45.5097,-97.3092,Grenville,SD,Day,223,256
57241,44.6647,-97.2305,Hayti,SD,Hamlin,1048,1056
57242,44.7572,-97.3083,Hazel,SD,Hamlin,432,413
57243,44.8858,-97.4442,Henry,SD,Codington,604,589
57245,44.8923,-96.9174,Kranzburg,SD,Codington,126,134
57246,45.0415,-96.6892,Labolt,SD,Grant,161,138
57247,45.6899,-97.3481,Lake City,SD,Marshall,320,401
57248,44.5844,-97.2009,Lake Norden,SD,Hamlin,1057,1205
57249,44.3692,-97.3828,Lake Preston,SD,Kingsbury,994,999
57251,45.2727,-96.91,Marvin,SD,Grant,127,198
57252,45.2061,-96.6255,Milbank,SD,Grant,4800,5020
57255,45.8659,-96.915,New Effington,SD,Roberts,538,488
57256,45.2657,-97.1925,Ortley,SD,Roberts,127,166
57257,45.5206,-97.0012,Peever,SD,Roberts,810,776
57258,44.8637,-97.9168,Raymond,SD,Clark,385,387
57259,45.0805,-96.5557,Revillo,SD,Grant,505,453
57260,45.8753,-96.7174,Rosholt,SD,Roberts,1093,933
57261,45.5006,-97.5401,Roslyn,SD,Day,321,339
57262,45.6732,-97.0715,Sisseton,SD,Roberts,4963,5326
57263,45.1049,-96.9859,South Shore,SD,Codington,450,434
57264,45.1031,-96.8106,Stockholm,SD,Grant,219,219
57265,45.0389,-96.7901,Strandburg,SD,Grant,225,212
57266,45.3521,-97.0427,Summit,SD,Roberts,607,599
57268,44.5786,-96.7077,Toronto,SD,Deuel,443,466
57269,45.2309,-96.8237,Twin Brooks,SD,Grant,413,387
57270,45.8535,-97.3122,Veblen,SD,Marshall,904,619
57271,44.7362,-97.5307,Vienna,SD,Clark,247,188
57272,45.0815,-97.4458,Wallace,SD,Codington,173,205
57273,45.3784,-97.295,Waubay,SD,Day,1316,1256
57274,45.3151,-97.5254,Webster,SD,Day,2813,2686
57276,44.4132,-96.615,White,SD,Brookings,1178,1390
57278,44.6272,-97.6747,Willow Lake,SD,Clark,748,837
57279,45.4125,-96.856,Wilmot,SD,Roberts,1058,999
57301,43.7094,-98.0298,Mitchell,SD,Davison,18375,18759
57311,43.6684,-97.7563,Alexandria,SD,Hanson,1616,1522
57312,44.1709,-98.3962,Alpena,SD,Jerauld,516,485
57313,43.316,-98.3414,Armour,SD,Douglas,1128,1165
57314,44.021,-98.0114,Artesian,SD,Sanborn,734,737
57315,43.0397,-98.0283,Avon,SD,Bon Homme,987,1012
57317,43.0695,-98.988,Bonesteel,SD,Gregory,526,492
57319,43.5503,-97.4691,Bridgewater,SD,McCook,1003,1037
57321,43.8855,-97.5342,Canova,SD,Miner,388,384
57322,44.6648,-97.9168,Carpenter,SD,Clark,296,308
57323,44.1496,-97.7116,Carthage,SD,Miner,215,224
57324,44.365,-98.0208,Cavour,SD,Beadle,383,382
57325,43.7953,-99.3118,Chamberlain,SD,Brule,3054,3279
57328,43.4213,-98.3564,Corsica,SD,Douglas,1134,1083
57329,42.9967,-98.1746,Dante,SD,Charles Mix,258,233
57330,43.2573,-98.1596,Delmont,SD,Douglas,625,479
57331,43.4705,-97.9988,Dimock,SD,Hutchinson,459,452
57332,43.5656,-97.6475,Emery,SD,Hanson,730,890
57334,43.5478,-97.9881,Ethan,SD,Davison,895,986
57335,43.0351,-98.8308,Fairfax,SD,Gregory,244,251
57337,43.9841,-97.789,Fedora,SD,Miner,140,114
57339,44.0517,-99.3973,Fort Thompson,SD,Buffalo,1525,1413
57340,43.7588,-97.8712,Fulton,SD,Hanson,355,335
57341,44.0693,-99.0543,Gann Valley,SD,Buffalo,151,137
57342,43.2597,-98.6926,Geddes,SD,Charles Mix,558,490
57344,43.4297,-98.5273,Harrison,SD,Douglas,155,165
57345,44.5326,-99.4543,Highmore,SD,Hyde,1238,1083
57346,44.248,-99.4532,Stephan,SD,Hyde,68,68
57348,44.5834,-98.4509,Hitchcock,SD,Beadle,527,535
57349,44.0371,-97.5603,Howard,SD,Miner,1493,1529
57350,44.359,-98.2163,Huron,SD,Beadle,14534,16174
57353,44.3455,-97.8542,Iroquois,SD,Kingsbury,829,956
57355,43.7467,-98.9584,Kimball,SD,Brule,1352,1258
57356,43.1303,-98.4964,Lake Andes,SD,Charles Mix,1993,2074
57358,44.0696,-98.4252,Lane,SD,Jerauld,34,49
57359,43.8923,-98.1743,Letcher,SD,Sanborn,649,597
57361,42.9925,-98.4251,Marty,SD,Charles Mix,198,619
57362,44.4966,-98.9894,Miller,SD,Hand,2149,2039
57363,43.7204,-98.2633,Mount Vernon,SD,Davison,1003,984
57364,43.4291,-98.6069,New Holland,SD,Douglas,56,82
57365,43.7975,-99.3947,Oacoma,SD,Lyman,522,456
57366,43.3978,-97.9678,Parkston,SD,Hutchinson,2228,2318
57367,43.0673,-98.523,Pickstown,SD,Charles Mix,210,234
57368,43.7373,-98.4694,Plankinton,SD,Aurora,1226,1270
57369,43.4251,-98.9479,Platte,SD,Charles Mix,2495,2685
57370,43.7783,-99.1779,Pukwana,SD,Brule,814,797
57371,44.5603,-99.2286,Ree Heights,SD,Hand,234,237
57373,44.5215,-98.8754,Saint Lawrence,SD,Hand,437,353
57374,43.7557,-97.5936,Spencer,SD,McCook,343,333
57375,43.5842,-98.5088,Stickney,SD,Aurora,647,675
57376,43.2404,-97.9713,Tripp,SD,Hutchinson,1010,920
57379,44.2908,-98.4243,Virgil,SD,Beadle,84,115
57380,43.0819,-98.2819,Wagner,SD,Charles Mix,3470,3062
57381,44.4128,-98.692,Wessington,SD,Beadle,490,538
57382,44.0664,-98.6751,Wessington Springs,SD,Jerauld,1591,1222
57383,43.7564,-98.7076,White Lake,SD,Aurora,732,729
57384,44.3991,-98.4743,Wolsey,SD,Beadle,839,843
57385,44.0572,-98.243,Woonsocket,SD,Sanborn,1221,1182
57386,44.5225,-98.0401,Yale,SD,Beadle,209,223
57401,45.4661,-98.4856,Aberdeen,SD,Brown,30061,32275
57420,45.3324,-100.1186,Akaska,SD,Walworth,75,111
57421,45.7585,-97.9274,Amherst,SD,Marshall,88,63
57422,45.4222,-97.9175,Andover,SD,Day,235,249
57424,45.0465,-98.3973,Ashton,SD,Spink,291,259
57426,45.7325,-98.4965,Barnard,SD,Brown,63,37
57427,45.4564,-98.3552,Bath,SD,Brown,620,610
57428,45.453,-99.654,Bowdle,SD,Edmunds,710,662
57429,45.1635,-98.3193,Brentford,SD,Spink,94,104
57430,45.8023,-97.7418,Britton,SD,Marshall,2243,2123
57432,45.6661,-98.0404,Claremont,SD,Brown,465,443
57433,45.6512,-98.3158,Columbia,SD,Brown,383,429
57434,45.1393,-98.1534,Conde,SD,Spink,566,443
57435,45.1691,-98.9411,Cresbard,SD,Faulk,247,220
57436,44.8159,-98.0947,Doland,SD,Spink,384,538
57437,45.7707,-99.3308,Eureka,SD,McPherson,1286,1206
57438,45.0855,-99.1954,Faulkton,SD,Faulk,1580,1417
57439,45.329,-98.0837,Ferney,SD,Brown,52,42
57440,44.8084,-98.2935,Frankfort,SD,Spink,612,731
57441,45.8493,-98.5176,Frederick,SD,Brown,607,509
57442,45.0259,-99.9766,Gettysburg,SD,Potter,1664,1971
57445,45.4503,-98.1058,Groton,SD,Brown,2068,1951
57446,45.8725,-98.1918,Hecla,SD,Brown,472,369
57448,45.569,-99.4857,Hosmer,SD,Edmunds,348,306
57449,45.7967,-98.0952,Houghton,SD,Brown,146,148
57450,45.2278,-99.7763,Hoven,SD,Potter,672,605
57451,45.4489,-99.0148,Ipswich,SD,Edmunds,2293,2381
57452,45.4492,-99.822,Java,SD,Walworth,278,285
57454,45.6174,-97.7925,Langford,SD,Marshall,558,551
57455,45.0123,-99.7366,Lebanon,SD,Potter,96,80
57456,45.7228,-98.9409,Leola,SD,McPherson,862,788
57457,45.8566,-99.2051,Long Lake,SD,McPherson,90,74
57460,45.243,-98.5629,Mansfield,SD,Spink,365,376
57461,45.1631,-98.4824,Mellette,SD,Spink,392,333
57465,45.1611,-98.6589,Northville,SD,Spink,371,310
57466,45.1965,-99.4551,Onaka,SD,Faulk,124,131
57467,44.8343,-99.1058,Orient,SD,Faulk,293,249
57468,45.496,-97.8128,Pierpont,SD,Day,247,231
57469,44.8719,-98.5112,Redfield,SD,Spink,3305,3096
57470,44.8767,-98.8669,Rockham,SD,Faulk,143,153
57471,45.4271,-99.3326,Roscoe,SD,Edmunds,674,583
57472,45.4786,-100.0541,Selby,SD,Walworth,953,914
57473,45.0262,-99.461,Seneca,SD,Faulk,161,114
57474,45.2866,-98.2792,Stratford,SD,Brown,197,259
57475,45.1702,-99.6176,Tolstoy,SD,Potter,160,127
57476,44.7305,-98.5539,Tulare,SD,Spink,463,455
57477,45.0379,-98.0996,Turton,SD,Spink,117,115
57479,45.3486,-98.4757,Warner,SD,Brown,666,658
57481,45.6705,-98.5802,Westport,SD,Brown,598,536
57501,44.3695,-100.3211,Pierre,SD,Hughes,16309,17083
57520,44.8393,-100.0712,Agar,SD,Sully,153,142
57521,43.886,-101.2387,Belvidere,SD,Jackson,167,240
57522,44.5026,-99.9463,Blunt,SD,Hughes,463,512
57523,43.1825,-99.2937,Burke,SD,Gregory,1094,1002
57528,43.2273,-99.6933,Colome,SD,Tripp,748,750
57529,43.2351,-99.514,Dallas,SD,Gregory,395,472
57531,43.926,-100.5085,Draper,SD,Jones,228,161
57532,44.3426,-100.4043,Fort Pierre,SD,Stanley,2835,2832
57533,43.2136,-99.3622,Gregory,SD,Gregory,1900,1773
57534,43.6439,-99.6918,Hamill,SD,Tripp,183,188
57536,44.5215,-99.7382,Harrold,SD,Hughes,469,510
57537,44.3703,-101.0215,Hayes,SD,Stanley,83,99
57538,43.1012,-99.2173,Herrick,SD,Gregory,322,215
57540,44.5173,-99.5943,Holabird,SD,Hyde,106,90
57541,43.5596,-99.9279,Ideal,SD,Tripp,167,203
57543,43.8446,-101.5523,Kadoka,SD,Jackson,870,758
57544,43.8921,-99.8502,Kennebec,SD,Lyman,419,400
57547,43.4754,-101.4294,Long Valley,SD,Jackson,139,152
57548,44.0937,-99.6139,Lower Brule,SD,Lyman,1380,1549
57551,43.1722,-101.7341,Martin,SD,Bennett,2279,2232
57552,44.0717,-101.1554,Midland,SD,Haakon,554,533
57553,44.4283,-101.7523,Milesville,SD,Haakon,153,136
57555,43.285,-100.5954,Mission,SD,Todd,3834,3980
57559,43.8961,-100.7121,Murdo,SD,Jones,638,651
57560,43.4662,-101.1517,Norris,SD,Mellette,436,383
57562,43.8861,-100.8918,Okaton,SD,Jones,98,77
57563,43.3633,-100.3809,Okreek,SD,Todd,240,158
57564,44.7125,-100.0957,Onida,SD,Sully,995,963
57566,43.3117,-101.0081,Parmelee,SD,Todd,1060,1030
57567,44.055,-101.6876,Philip,SD,Haakon,1406,1376
57568,43.8995,-100.0746,Presho,SD,Lyman,689,677
57569,43.8789,-99.6032,Reliance,SD,Lyman,445,364
57570,43.2328,-100.8535,Rosebud,SD,Todd,2064,1933
57571,43.0852,-99.0925,Saint Charles,SD,Gregory,14,43
57572,43.1444,-100.9051,Saint Francis,SD,Todd,1847,1239
57574,43.1196,-101.4701,Tuthill,SD,Bennett,104,119
57576,43.9535,-100.286,Vivian,SD,Lyman,204,171
57577,43.5589,-101.7219,Wanblee,SD,Jackson,1211,1091
57579,43.5666,-100.7449,White River,SD,Mellette,1330,1191
57580,43.3318,-99.8033,Winner,SD,Tripp,4449,4356
57584,43.4498,-100.0783,Witten,SD,Tripp,125,84
57585,43.5366,-100.4379,Wood,SD,Mellette,226,214
57601,45.5407,-100.4315,Mobridge,SD,Walworth,4003,3824
57620,45.5161,-102.4827,Bison,SD,Perkins,515,445
57621,45.7656,-101.0807,Bullhead,SD,Corson,378,308
57622,44.6055,-101.4999,Cherry Creek,SD,Ziebach,318,342
57623,45.0079,-101.6337,Dupree,SD,Ziebach,1042,882
57625,45.0016,-101.2329,Eagle Butte,SD,Dewey,4230,4029
57626,44.9926,-102.0541,Faith,SD,Meade,971,948
57630,45.4483,-100.9213,Glencross,SD,Dewey,32,46
57631,45.5335,-100.2716,Glenham,SD,Walworth,361,362
57632,45.8452,-100.049,Herreid,SD,Campbell,634,608
57633,45.3962,-101.4385,Isabel,SD,Dewey,414,404
57634,45.7528,-101.8843,Keldron,SD,Corson,115,95
57636,45.0144,-101.4315,Lantry,SD,Dewey,164,118
57638,45.9159,-102.1928,Lemmon,SD,Perkins,1921,1901
57639,45.6758,-100.8043,Little Eagle,SD,Corson,371,398
57640,45.8232,-102.7599,Lodgepole,SD,Perkins,176,112
57641,45.7084,-101.1546,Mc Intosh,SD,Corson,295,246
57642,45.8763,-100.8915,Mc Laughlin,SD,Corson,1917,1884
57644,45.3538,-102.2844,Meadow,SD,Perkins,335,275
57645,45.9386,-101.7232,Morristown,SD,Corson,217,171
57646,45.6786,-100.0479,Mound City,SD,Campbell,199,207
57648,45.889,-100.2875,Pollock,SD,Campbell,335,414
57649,45.5813,-102.8085,Prairie City,SD,Perkins,217,224
57650,45.8554,-103.0356,Ralph,SD,Harding,29,21
57651,45.5277,-103.0692,Reva,SD,Harding,115,181
57652,45.2024,-100.605,Ridgeview,SD,Dewey,402,293
57656,45.3927,-101.0351,Timber Lake,SD,Dewey,723,766
57657,45.4725,-100.7254,Trail City,SD,Corson,203,138
57658,45.7006,-100.5332,Wakpala,SD,Corson,446,454
57660,45.9276,-101.5129,Watauga,SD,Corson,99,78
57661,45.2705,-100.8865,Whitehorse,SD,Dewey,88,124
57701,44.1415,-103.2052,Rapid City,SD,Pennington,43462,46258
57702,44.0036,-103.3589,Rapid City,SD,Pennington,32980,33162
57703,44.048,-103.1763,Rapid City,SD,Pennington,14205,16933
57706,44.1447,-103.0759,Ellsworth Afb,SD,Meade,2903,2168
57714,43.2908,-101.9329,Allen,SD,Bennett,872,749
57716,43.1085,-102.2006,Batesland,SD,Shannon,486,569
57717,44.6723,-103.8396,Belle Fourche,SD,Butte,8007,8242
57718,44.1512,-103.3486,Black Hawk,SD,Meade,6307,7536
57719,44.1199,-103.0682,Box Elder,SD,Pennington,6217,11326
57720,45.574,-103.5826,Buffalo,SD,Harding,651,752
57722,43.4958,-103.3157,Buffalo Gap,SD,Custer,283,414
57724,45.6402,-104.0278,Camp Crook,SD,Harding,210,166
57725,43.9481,-102.7935,Caputa,SD,Pennington,162,137
57730,43.6573,-103.4258,Custer,SD,Custer,5315,5219
57732,44.3767,-103.7296,Deadwood,SD,Lawrence,1979,1965
57735,43.2874,-103.811,Edgemont,SD,Fall River,1327,1345
57738,43.6623,-103.2133,Fairburn,SD,Custer,170,183
57741,44.4093,-103.4554,Fort Meade,SD,Meade,63,109
57744,43.8188,-103.206,Hermosa,SD,Custer,2238,2475
57745,43.9377,-103.5782,Hill City,SD,Pennington,2109,2078
57747,43.4223,-103.4766,Hot Springs,SD,Fall River,5870,5695
57748,44.5838,-102.0229,Howes,SD,Meade,318,318
57750,43.7319,-101.9642,Interior,SD,Jackson,295,405
57751,43.8848,-103.3995,Keystone,SD,Pennington,844,717
57752,43.425,-102.1765,Kyle,SD,Shannon,2245,2324
57754,44.263,-103.8712,Lead,SD,Lawrence,3793,3579
57755,45.8366,-103.3491,Ludlow,SD,Harding,116,143
57756,43.2353,-102.4707,Manderson,SD,Shannon,1126,939
57758,45.031,-102.8031,Mud Butte,SD,Meade,200,190
57759,44.2097,-103.5449,Nemo,SD,Lawrence,546,401
57760,44.741,-103.3914,Newell,SD,Butte,1353,1248
57761,44.0874,-102.8136,New Underwood,SD,Pennington,1210,1183
57762,44.6665,-103.5402,Nisland,SD,Butte,531,510
57763,43.1551,-103.2162,Oelrichs,SD,Fall River,282,263
57764,43.1886,-102.7396,Oglala,SD,Shannon,1923,1756
57766,43.3876,-103.1832,Oral,SD,Fall River,237,259
57767,44.0631,-102.5628,Owanka,SD,Pennington,149,153
57769,44.2287,-103.3688,Piedmont,SD,Meade,3515,4458
57770,43.1124,-102.5984,Pine Ridge,SD,Shannon,5271,5410
57772,43.2397,-102.331,Porcupine,SD,Shannon,2048,2104
57773,43.6086,-103.5938,Pringle,SD,Custer,133,125
57775,44.1035,-102.0159,Quinn,SD,Pennington,230,236
57776,45.2711,-103.5482,Redig,SD,Harding,15,2
57779,44.5473,-103.7232,Saint Onge,SD,Lawrence,333,364
57780,43.7994,-102.5353,Scenic,SD,Pennington,102,140
57782,43.3014,-103.2183,Smithwick,SD,Fall River,61,69
57783,44.4946,-103.865,Spearfish,SD,Lawrence,14290,16165
57785,44.3692,-103.3617,Sturgis,SD,Meade,9377,9895
57787,44.6539,-102.7252,Union Center,SD,Meade,365,336
57788,44.6222,-103.3795,Vale,SD,Butte,485,534
57790,43.9812,-102.2245,Wall,SD,Pennington,1111,1056
57791,44.225,-102.4311,Wasta,SD,Pennington,190,217
57792,44.6182,-102.4452,White Owl,SD,Meade,129,98
57793,44.4589,-103.637,Whitewood,SD,Lawrence,1913,2017
57794,43.1405,-102.3657,Wounded Knee,SD,Shannon,644,619
57799,44.4958,-103.8703,Spearfish,SD,Lawrence,660,675
58001,46.4479,-96.7278,Abercrombie,ND,Richland,55,244
58002,46.9763,-97.4069,Absaraka,ND,Cass,23,28
58004,47.0194,-97.2048,Amenia,ND,Cass,266,224
58005,47.1066,-96.9058,Argusville,ND,Cass,854,783
58006,47.1048,-97.2097,Arthur,ND,Cass,427,392
58007,47.0139,-97.4629,Ayr,ND,Cass,119,111
58008,46.2496,-96.9708,Barney,ND,Richland,229,198
58009,47.3277,-97.2466,Blanchard,ND,Traill,102,75
58011,46.9264,-97.5352,Buffalo,ND,Cass,391,406
58012,46.8992,-97.2138,Casselton,ND,Cass,2474,2636
58013,46.1326,-97.4059,Cayuga,ND,Sargent,101,123
58015,46.5736,-96.8017,Christine,ND,Richland,291,288
58016,47.3569,-97.41,Clifford,ND,Traill,192,124
58017,46.0659,-97.8207,Cogswell,ND,Sargent,313,235
58018,46.4574,-96.8737,Colfax,ND,Richland,324,370
58021,46.6968,-97.0871,Davenport,ND,Cass,447,443
58027,46.6079,-97.6106,Enderlin,ND,Ransom,1391,1415
58029,47.1128,-97.3849,Erie,ND,Cass,129,129
58030,46.0427,-96.6308,Fairmount,ND,Richland,649,648
58031,46.7728,-97.7812,Fingal,ND,Barnes,414,418
58032,46.0721,-97.6986,Forman,ND,Sargent,722,678
58033,46.4494,-97.9091,Fort Ransom,ND,Ransom,374,347
58035,47.27,-97.4065,Galesburg,ND,Traill,262,225
58036,47.1252,-96.9901,Gardner,ND,Cass,274,389
58038,47.2158,-97.0207,Grandin,ND,Cass,332,310
58040,46.2258,-97.6626,Gwinner,ND,Sargent,920,1093
58041,46.0558,-96.8991,Hankinson,ND,Richland,1545,1575
58042,46.9565,-96.9654,Harwood,ND,Cass,1386,1395
58043,45.9644,-97.6094,Havana,ND,Sargent,167,172
58045,47.3835,-97.0603,Hillsboro,ND,Traill,2230,2298
58046,47.3237,-97.7134,Hope,ND,Steele,583,561
58047,46.7101,-96.8851,Horace,ND,Cass,3560,4216
58048,47.1905,-97.217,Hunter,ND,Cass,418,562
58049,46.7177,-97.9763,Kathryn,ND,Barnes,289,294
58051,46.6543,-97.0049,Kindred,ND,Cass,1458,1706
58052,46.6593,-97.2725,Leonard,ND,Cass,581,551
58053,46.0641,-97.1799,Lidgerwood,ND,Richland,1171,1212
58054,46.456,-97.6369,Lisbon,ND,Ransom,3128,3229
58056,47.2319,-97.9314,Luverne,ND,Steele,191,168
58057,46.4103,-97.3139,Mcleod,ND,Ransom,147,132
58058,46.1599,-96.957,Mantador,ND,Richland,123,130
58059,46.8614,-97.1157,Mapleton,ND,Cass,1168,1697
58060,46.2007,-97.4772,Milnor,ND,Sargent,1329,1487
58061,46.2686,-96.8762,Mooreton,ND,Richland,413,362
58062,46.6748,-97.7911,Nome,ND,Barnes,174,132
58063,46.9433,-97.7853,Oriska,ND,Barnes,340,281
58064,47.1515,-97.5967,Page,ND,Cass,450,410
58065,47.1862,-97.7605,Pillsbury,ND,Barnes,22,12
58067,46.0738,-97.5483,Rutland,ND,Sargent,243,262
58068,46.5548,-97.4543,Sheldon,ND,Ransom,321,309
58069,46.2519,-97.8326,Stirum,ND,Sargent,176,139
58071,46.9119,-97.6594,Tower City,ND,Cass,409,500
